"label","phenotype","hemisphere","region","sex","pFDR","cohensD","dx"
"rh_transversetemporal","CT","rh","transversetemporal","All","   NA",0.242,"SCZ"
"lh_bankssts","GM","lh","bankssts","Female","0.0120",0.606,"AD"
"lh_bankssts","GM","lh","bankssts","Female","0.9261",0.002,"ASD"
"lh_bankssts","GM","lh","bankssts","Female","0.1198",-0.084,"ADHD"
"lh_bankssts","GM","lh","bankssts","Female","0.0319",0.1,"SCZ"
"lh_bankssts","GM","lh","bankssts","Female","0.0120",0.215,"MCI"
"lh_bankssts","GM","lh","bankssts","Female","0.2156",-0.018,"MDD"
"lh_bankssts","GM","lh","bankssts","Male","0.0060",0.617,"AD"
"lh_bankssts","GM","lh","bankssts","Male","0.4695",0.022,"ASD"
"lh_bankssts","GM","lh","bankssts","Male","0.0060",0.099,"ADHD"
"lh_bankssts","GM","lh","bankssts","Male","0.0060",0.115,"SCZ"
"lh_bankssts","GM","lh","bankssts","Male","0.0060",0.324,"MCI"
"lh_bankssts","GM","lh","bankssts","Male","0.4990",-0.014,"MDD"
"lh_bankssts","GM","lh","bankssts","All","   NA",0.611,"AD"
"lh_bankssts","GM","lh","bankssts","All","   NA",0.018,"ASD"
"lh_bankssts","GM","lh","bankssts","All","   NA",0.05,"ADHD"
"lh_bankssts","GM","lh","bankssts","All","   NA",0.109,"SCZ"
"lh_bankssts","GM","lh","bankssts","All","   NA",0.275,"MCI"
"lh_bankssts","GM","lh","bankssts","All","   NA",-0.016,"MDD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Female","0.0060",0.133,"AD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Female","0.7521",0.027,"ASD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Female","0.8024",-0.012,"ADHD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Female","0.0060",0.231,"SCZ"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Female","0.0060",0.09,"MCI"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Female","0.0060",-0.048,"MDD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Male","0.1976",0.037,"AD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Male","0.0319",0.064,"ASD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Male","0.0240",0.078,"ADHD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Male","0.0240",0.104,"SCZ"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Male","0.4950",-0.017,"MCI"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","Male","0.4263",0.018,"MDD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","All","   NA",0.087,"AD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","All","   NA",0.062,"ASD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","All","   NA",0.058,"ADHD"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","All","   NA",0.157,"SCZ"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","All","   NA",0.032,"MCI"
"lh_caudalanteriorcingulate","GM","lh","caudalanteriorcingulate","All","   NA",-0.028,"MDD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Female","0.0080",0.423,"AD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Female","0.6028",0.028,"ASD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Female","0.5030",-0.044,"ADHD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Female","0.0080",0.339,"SCZ"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Female","0.0080",0.206,"MCI"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Female","0.5030",0.014,"MDD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Male","0.0060",0.365,"AD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Male","0.0060",0.105,"ASD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Male","0.0096",0.077,"ADHD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Male","0.0060",0.24,"SCZ"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Male","0.0060",0.168,"MCI"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","Male","0.0160",-0.053,"MDD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","All","   NA",0.395,"AD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","All","   NA",0.094,"ASD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","All","   NA",0.047,"ADHD"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","All","   NA",0.281,"SCZ"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","All","   NA",0.186,"MCI"
"lh_caudalmiddlefrontal","GM","lh","caudalmiddlefrontal","All","   NA",-0.01,"MDD"
"lh_cuneus","GM","lh","cuneus","Female","0.0080",0.21,"AD"
"lh_cuneus","GM","lh","cuneus","Female","0.0838",-0.099,"ASD"
"lh_cuneus","GM","lh","cuneus","Female","0.9980",0.002,"ADHD"
"lh_cuneus","GM","lh","cuneus","Female","0.0080",0.259,"SCZ"
"lh_cuneus","GM","lh","cuneus","Female","0.3018",0.027,"MCI"
"lh_cuneus","GM","lh","cuneus","Female","0.0080",0.046,"MDD"
"lh_cuneus","GM","lh","cuneus","Male","0.0096",0.08,"AD"
"lh_cuneus","GM","lh","cuneus","Male","0.0878",0.046,"ASD"
"lh_cuneus","GM","lh","cuneus","Male","0.0060",0.116,"ADHD"
"lh_cuneus","GM","lh","cuneus","Male","0.0060",0.256,"SCZ"
"lh_cuneus","GM","lh","cuneus","Male","0.0060",-0.137,"MCI"
"lh_cuneus","GM","lh","cuneus","Male","0.0060",-0.057,"MDD"
"lh_cuneus","GM","lh","cuneus","All","   NA",0.147,"AD"
"lh_cuneus","GM","lh","cuneus","All","   NA",0.021,"ASD"
"lh_cuneus","GM","lh","cuneus","All","   NA",0.088,"ADHD"
"lh_cuneus","GM","lh","cuneus","All","   NA",0.258,"SCZ"
"lh_cuneus","GM","lh","cuneus","All","   NA",-0.063,"MCI"
"lh_cuneus","GM","lh","cuneus","All","   NA",0.01,"MDD"
"lh_entorhinal","GM","lh","entorhinal","Female","0.0080",0.85,"AD"
"lh_entorhinal","GM","lh","entorhinal","Female","0.1737",0.09,"ASD"
"lh_entorhinal","GM","lh","entorhinal","Female","0.5988",-0.029,"ADHD"
"lh_entorhinal","GM","lh","entorhinal","Female","0.0080",0.23,"SCZ"
"lh_entorhinal","GM","lh","entorhinal","Female","0.0080",0.55,"MCI"
"lh_entorhinal","GM","lh","entorhinal","Female","0.3018",-0.016,"MDD"
"lh_entorhinal","GM","lh","entorhinal","Male","0.0040",0.8,"AD"
"lh_entorhinal","GM","lh","entorhinal","Male","0.0040",0.116,"ASD"
"lh_entorhinal","GM","lh","entorhinal","Male","0.0040",0.151,"ADHD"
"lh_entorhinal","GM","lh","entorhinal","Male","0.0040",0.294,"SCZ"
"lh_entorhinal","GM","lh","entorhinal","Male","0.0040",0.475,"MCI"
"lh_entorhinal","GM","lh","entorhinal","Male","0.0040",-0.072,"MDD"
"lh_entorhinal","GM","lh","entorhinal","All","   NA",0.826,"AD"
"lh_entorhinal","GM","lh","entorhinal","All","   NA",0.113,"ASD"
"lh_entorhinal","GM","lh","entorhinal","All","   NA",0.106,"ADHD"
"lh_entorhinal","GM","lh","entorhinal","All","   NA",0.269,"SCZ"
"lh_entorhinal","GM","lh","entorhinal","All","   NA",0.509,"MCI"
"lh_entorhinal","GM","lh","entorhinal","All","   NA",-0.036,"MDD"
"lh_frontalpole","GM","lh","frontalpole","Female","0.0120",0.214,"AD"
"lh_frontalpole","GM","lh","frontalpole","Female","0.5309",-0.032,"ASD"
"lh_frontalpole","GM","lh","frontalpole","Female","0.5309",0.032,"ADHD"
"lh_frontalpole","GM","lh","frontalpole","Female","0.0120",0.167,"SCZ"
"lh_frontalpole","GM","lh","frontalpole","Female","0.0319",0.054,"MCI"
"lh_frontalpole","GM","lh","frontalpole","Female","0.2635",0.021,"MDD"
"lh_frontalpole","GM","lh","frontalpole","Male","0.0080",0.282,"AD"
"lh_frontalpole","GM","lh","frontalpole","Male","0.1437",0.038,"ASD"
"lh_frontalpole","GM","lh","frontalpole","Male","0.0120",0.073,"ADHD"
"lh_frontalpole","GM","lh","frontalpole","Male","0.0080",0.101,"SCZ"
"lh_frontalpole","GM","lh","frontalpole","Male","0.0080",0.154,"MCI"
"lh_frontalpole","GM","lh","frontalpole","Male","0.2116",-0.024,"MDD"
"lh_frontalpole","GM","lh","frontalpole","All","   NA",0.247,"AD"
"lh_frontalpole","GM","lh","frontalpole","All","   NA",0.03,"ASD"
"lh_frontalpole","GM","lh","frontalpole","All","   NA",0.066,"ADHD"
"lh_frontalpole","GM","lh","frontalpole","All","   NA",0.13,"SCZ"
"lh_frontalpole","GM","lh","frontalpole","All","   NA",0.11,"MCI"
"lh_frontalpole","GM","lh","frontalpole","All","   NA",0.003,"MDD"
"lh_fusiform","GM","lh","fusiform","Female","0.0080",0.69,"AD"
"lh_fusiform","GM","lh","fusiform","Female","0.3880",-0.053,"ASD"
"lh_fusiform","GM","lh","fusiform","Female","0.4112",0.039,"ADHD"
"lh_fusiform","GM","lh","fusiform","Female","0.0080",0.343,"SCZ"
"lh_fusiform","GM","lh","fusiform","Female","0.0080",0.356,"MCI"
"lh_fusiform","GM","lh","fusiform","Female","0.3114",0.018,"MDD"
"lh_fusiform","GM","lh","fusiform","Male","0.0048",0.634,"AD"
"lh_fusiform","GM","lh","fusiform","Male","0.0048",0.081,"ASD"
"lh_fusiform","GM","lh","fusiform","Male","0.0048",0.154,"ADHD"
"lh_fusiform","GM","lh","fusiform","Male","0.0048",0.278,"SCZ"
"lh_fusiform","GM","lh","fusiform","Male","0.0048",0.266,"MCI"
"lh_fusiform","GM","lh","fusiform","Male","0.0160",-0.051,"MDD"
"lh_fusiform","GM","lh","fusiform","All","   NA",0.663,"AD"
"lh_fusiform","GM","lh","fusiform","All","   NA",0.061,"ASD"
"lh_fusiform","GM","lh","fusiform","All","   NA",0.127,"ADHD"
"lh_fusiform","GM","lh","fusiform","All","   NA",0.306,"SCZ"
"lh_fusiform","GM","lh","fusiform","All","   NA",0.307,"MCI"
"lh_fusiform","GM","lh","fusiform","All","   NA",-0.007,"MDD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Female","0.0080",0.694,"AD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Female","0.4838",0.04,"ASD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Female","0.5349",0.033,"ADHD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Female","0.0080",0.358,"SCZ"
"lh_inferiorparietal","GM","lh","inferiorparietal","Female","0.0080",0.366,"MCI"
"lh_inferiorparietal","GM","lh","inferiorparietal","Female","0.4838",-0.011,"MDD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Male","0.0060",0.67,"AD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Male","0.1246",0.042,"ASD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Male","0.0060",0.139,"ADHD"
"lh_inferiorparietal","GM","lh","inferiorparietal","Male","0.0060",0.166,"SCZ"
"lh_inferiorparietal","GM","lh","inferiorparietal","Male","0.0060",0.255,"MCI"
"lh_inferiorparietal","GM","lh","inferiorparietal","Male","0.1637",-0.027,"MDD"
"lh_inferiorparietal","GM","lh","inferiorparietal","All","   NA",0.683,"AD"
"lh_inferiorparietal","GM","lh","inferiorparietal","All","   NA",0.042,"ASD"
"lh_inferiorparietal","GM","lh","inferiorparietal","All","   NA",0.111,"ADHD"
"lh_inferiorparietal","GM","lh","inferiorparietal","All","   NA",0.243,"SCZ"
"lh_inferiorparietal","GM","lh","inferiorparietal","All","   NA",0.305,"MCI"
"lh_inferiorparietal","GM","lh","inferiorparietal","All","   NA",-0.016,"MDD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Female","0.0080",0.748,"AD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Female","0.9222",0.009,"ASD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Female","0.9222",0.009,"ADHD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Female","0.0080",0.354,"SCZ"
"lh_inferiortemporal","GM","lh","inferiortemporal","Female","0.0080",0.48,"MCI"
"lh_inferiortemporal","GM","lh","inferiortemporal","Female","0.0479",0.033,"MDD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Male","0.0060",0.727,"AD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Male","0.2299",0.035,"ASD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Male","0.0060",0.141,"ADHD"
"lh_inferiortemporal","GM","lh","inferiortemporal","Male","0.0060",0.194,"SCZ"
"lh_inferiortemporal","GM","lh","inferiortemporal","Male","0.0060",0.347,"MCI"
"lh_inferiortemporal","GM","lh","inferiortemporal","Male","0.2834",-0.022,"MDD"
"lh_inferiortemporal","GM","lh","inferiortemporal","All","   NA",0.738,"AD"
"lh_inferiortemporal","GM","lh","inferiortemporal","All","   NA",0.032,"ASD"
"lh_inferiortemporal","GM","lh","inferiortemporal","All","   NA",0.108,"ADHD"
"lh_inferiortemporal","GM","lh","inferiortemporal","All","   NA",0.259,"SCZ"
"lh_inferiortemporal","GM","lh","inferiortemporal","All","   NA",0.407,"MCI"
"lh_inferiortemporal","GM","lh","inferiortemporal","All","   NA",0.013,"MDD"
"lh_insula","GM","lh","insula","Female","0.0080",0.48,"AD"
"lh_insula","GM","lh","insula","Female","0.1246",-0.087,"ASD"
"lh_insula","GM","lh","insula","Female","0.6507",-0.021,"ADHD"
"lh_insula","GM","lh","insula","Female","0.0080",0.417,"SCZ"
"lh_insula","GM","lh","insula","Female","0.0080",0.229,"MCI"
"lh_insula","GM","lh","insula","Female","0.1198",0.025,"MDD"
"lh_insula","GM","lh","insula","Male","0.0060",0.423,"AD"
"lh_insula","GM","lh","insula","Male","0.3992",0.022,"ASD"
"lh_insula","GM","lh","insula","Male","0.0060",0.218,"ADHD"
"lh_insula","GM","lh","insula","Male","0.0060",0.2,"SCZ"
"lh_insula","GM","lh","insula","Male","0.0060",0.254,"MCI"
"lh_insula","GM","lh","insula","Male","0.0096",-0.052,"MDD"
"lh_insula","GM","lh","insula","All","   NA",0.453,"AD"
"lh_insula","GM","lh","insula","All","   NA",0.004,"ASD"
"lh_insula","GM","lh","insula","All","   NA",0.157,"ADHD"
"lh_insula","GM","lh","insula","All","   NA",0.288,"SCZ"
"lh_insula","GM","lh","insula","All","   NA",0.243,"MCI"
"lh_insula","GM","lh","insula","All","   NA",-0.002,"MDD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Female","0.0060",0.448,"AD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Female","0.0060",-0.149,"ASD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Female","0.6786",0.019,"ADHD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Female","0.0060",0.198,"SCZ"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Female","0.0060",0.204,"MCI"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Female","0.5940",-0.011,"MDD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Male","0.0048",0.365,"AD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Male","0.8543",-0.007,"ASD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Male","0.0048",0.136,"ADHD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Male","0.0048",0.225,"SCZ"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Male","0.0048",0.122,"MCI"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","Male","0.0048",-0.115,"MDD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","All","   NA",0.408,"AD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","All","   NA",-0.028,"ASD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","All","   NA",0.109,"ADHD"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","All","   NA",0.216,"SCZ"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","All","   NA",0.16,"MCI"
"lh_isthmuscingulate","GM","lh","isthmuscingulate","All","   NA",-0.049,"MDD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Female","0.0080",0.538,"AD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Female","0.0599",-0.103,"ASD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Female","0.9661",0,"ADHD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Female","0.0080",0.262,"SCZ"
"lh_lateraloccipital","GM","lh","lateraloccipital","Female","0.0080",0.147,"MCI"
"lh_lateraloccipital","GM","lh","lateraloccipital","Female","0.2922",-0.018,"MDD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Male","0.0060",0.405,"AD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Male","0.7026",-0.011,"ASD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Male","0.0060",0.177,"ADHD"
"lh_lateraloccipital","GM","lh","lateraloccipital","Male","0.0060",0.158,"SCZ"
"lh_lateraloccipital","GM","lh","lateraloccipital","Male","0.3257",0.023,"MCI"
"lh_lateraloccipital","GM","lh","lateraloccipital","Male","0.0060",-0.068,"MDD"
"lh_lateraloccipital","GM","lh","lateraloccipital","All","   NA",0.474,"AD"
"lh_lateraloccipital","GM","lh","lateraloccipital","All","   NA",-0.026,"ASD"
"lh_lateraloccipital","GM","lh","lateraloccipital","All","   NA",0.132,"ADHD"
"lh_lateraloccipital","GM","lh","lateraloccipital","All","   NA",0.2,"SCZ"
"lh_lateraloccipital","GM","lh","lateraloccipital","All","   NA",0.079,"MCI"
"lh_lateraloccipital","GM","lh","lateraloccipital","All","   NA",-0.036,"MDD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Female","0.0080",0.539,"AD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Female","0.4168",-0.053,"ASD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Female","0.3413",-0.057,"ADHD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Female","0.0080",0.416,"SCZ"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Female","0.0080",0.229,"MCI"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Female","0.9301",-0.002,"MDD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Male","0.0048",0.362,"AD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Male","0.0048",0.104,"ASD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Male","0.0048",0.243,"ADHD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Male","0.0048",0.218,"SCZ"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Male","0.0048",0.17,"MCI"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","Male","0.0080",-0.062,"MDD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","All","   NA",0.454,"AD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","All","   NA",0.08,"ASD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","All","   NA",0.169,"ADHD"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","All","   NA",0.299,"SCZ"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","All","   NA",0.198,"MCI"
"lh_lateralorbitofrontal","GM","lh","lateralorbitofrontal","All","   NA",-0.025,"MDD"
"lh_lingual","GM","lh","lingual","Female","0.0120",0.31,"AD"
"lh_lingual","GM","lh","lingual","Female","0.2491",-0.07,"ASD"
"lh_lingual","GM","lh","lingual","Female","0.8822",0.012,"ADHD"
"lh_lingual","GM","lh","lingual","Female","0.0120",0.264,"SCZ"
"lh_lingual","GM","lh","lingual","Female","0.0479",0.053,"MCI"
"lh_lingual","GM","lh","lingual","Female","0.1796",0.026,"MDD"
"lh_lingual","GM","lh","lingual","Male","0.0060",0.241,"AD"
"lh_lingual","GM","lh","lingual","Male","0.2539",0.034,"ASD"
"lh_lingual","GM","lh","lingual","Male","0.0060",0.148,"ADHD"
"lh_lingual","GM","lh","lingual","Male","0.0060",0.22,"SCZ"
"lh_lingual","GM","lh","lingual","Male","0.8503",-0.003,"MCI"
"lh_lingual","GM","lh","lingual","Male","0.0060",-0.064,"MDD"
"lh_lingual","GM","lh","lingual","All","   NA",0.277,"AD"
"lh_lingual","GM","lh","lingual","All","   NA",0.018,"ASD"
"lh_lingual","GM","lh","lingual","All","   NA",0.116,"ADHD"
"lh_lingual","GM","lh","lingual","All","   NA",0.239,"SCZ"
"lh_lingual","GM","lh","lingual","All","   NA",0.023,"MCI"
"lh_lingual","GM","lh","lingual","All","   NA",-0.007,"MDD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Female","0.0080",0.394,"AD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Female","0.5329",-0.056,"ASD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Female","0.6036",-0.026,"ADHD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Female","0.0080",0.286,"SCZ"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Female","0.0080",0.241,"MCI"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Female","0.7106",-0.005,"MDD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Male","0.0040",0.345,"AD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Male","0.0040",0.083,"ASD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Male","0.0040",0.243,"ADHD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Male","0.0040",0.237,"SCZ"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Male","0.0040",0.2,"MCI"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","Male","0.0040",-0.095,"MDD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","All","   NA",0.37,"AD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","All","   NA",0.063,"ASD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","All","   NA",0.177,"ADHD"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","All","   NA",0.258,"SCZ"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","All","   NA",0.219,"MCI"
"lh_medialorbitofrontal","GM","lh","medialorbitofrontal","All","   NA",-0.038,"MDD"
"lh_middletemporal","GM","lh","middletemporal","Female","0.0080",0.77,"AD"
"lh_middletemporal","GM","lh","middletemporal","Female","0.8184",0.01,"ASD"
"lh_middletemporal","GM","lh","middletemporal","Female","0.4886",-0.043,"ADHD"
"lh_middletemporal","GM","lh","middletemporal","Female","0.0080",0.291,"SCZ"
"lh_middletemporal","GM","lh","middletemporal","Female","0.0080",0.417,"MCI"
"lh_middletemporal","GM","lh","middletemporal","Female","0.0419",0.033,"MDD"
"lh_middletemporal","GM","lh","middletemporal","Male","0.0048",0.783,"AD"
"lh_middletemporal","GM","lh","middletemporal","Male","0.0048",0.088,"ASD"
"lh_middletemporal","GM","lh","middletemporal","Male","0.0048",0.188,"ADHD"
"lh_middletemporal","GM","lh","middletemporal","Male","0.0048",0.264,"SCZ"
"lh_middletemporal","GM","lh","middletemporal","Male","0.0048",0.416,"MCI"
"lh_middletemporal","GM","lh","middletemporal","Male","0.0080",-0.069,"MDD"
"lh_middletemporal","GM","lh","middletemporal","All","   NA",0.776,"AD"
"lh_middletemporal","GM","lh","middletemporal","All","   NA",0.077,"ASD"
"lh_middletemporal","GM","lh","middletemporal","All","   NA",0.131,"ADHD"
"lh_middletemporal","GM","lh","middletemporal","All","   NA",0.276,"SCZ"
"lh_middletemporal","GM","lh","middletemporal","All","   NA",0.417,"MCI"
"lh_middletemporal","GM","lh","middletemporal","All","   NA",-0.003,"MDD"
"lh_paracentral","GM","lh","paracentral","Female","0.0120",0.201,"AD"
"lh_paracentral","GM","lh","paracentral","Female","0.7305",-0.02,"ASD"
"lh_paracentral","GM","lh","paracentral","Female","0.3353",0.056,"ADHD"
"lh_paracentral","GM","lh","paracentral","Female","0.0120",0.248,"SCZ"
"lh_paracentral","GM","lh","paracentral","Female","0.3784",0.026,"MCI"
"lh_paracentral","GM","lh","paracentral","Female","0.3353",0.019,"MDD"
"lh_paracentral","GM","lh","paracentral","Male","0.0120",0.075,"AD"
"lh_paracentral","GM","lh","paracentral","Male","0.8703",0.003,"ASD"
"lh_paracentral","GM","lh","paracentral","Male","0.0120",0.153,"ADHD"
"lh_paracentral","GM","lh","paracentral","Male","0.5365",0.028,"SCZ"
"lh_paracentral","GM","lh","paracentral","Male","0.5365",0.018,"MCI"
"lh_paracentral","GM","lh","paracentral","Male","0.0160",-0.052,"MDD"
"lh_paracentral","GM","lh","paracentral","All","   NA",0.141,"AD"
"lh_paracentral","GM","lh","paracentral","All","   NA",0.002,"ASD"
"lh_paracentral","GM","lh","paracentral","All","   NA",0.131,"ADHD"
"lh_paracentral","GM","lh","paracentral","All","   NA",0.118,"SCZ"
"lh_paracentral","GM","lh","paracentral","All","   NA",0.022,"MCI"
"lh_paracentral","GM","lh","paracentral","All","   NA",-0.007,"MDD"
"lh_parahippocampal","GM","lh","parahippocampal","Female","0.0080",0.613,"AD"
"lh_parahippocampal","GM","lh","parahippocampal","Female","0.4271",-0.043,"ASD"
"lh_parahippocampal","GM","lh","parahippocampal","Female","0.1317",0.078,"ADHD"
"lh_parahippocampal","GM","lh","parahippocampal","Female","0.0080",0.337,"SCZ"
"lh_parahippocampal","GM","lh","parahippocampal","Female","0.0080",0.368,"MCI"
"lh_parahippocampal","GM","lh","parahippocampal","Female","0.3066",-0.015,"MDD"
"lh_parahippocampal","GM","lh","parahippocampal","Male","0.0080",0.552,"AD"
"lh_parahippocampal","GM","lh","parahippocampal","Male","0.8743",-0.004,"ASD"
"lh_parahippocampal","GM","lh","parahippocampal","Male","0.0080",0.131,"ADHD"
"lh_parahippocampal","GM","lh","parahippocampal","Male","0.0671",0.063,"SCZ"
"lh_parahippocampal","GM","lh","parahippocampal","Male","0.0080",0.312,"MCI"
"lh_parahippocampal","GM","lh","parahippocampal","Male","0.0599",-0.043,"MDD"
"lh_parahippocampal","GM","lh","parahippocampal","All","   NA",0.584,"AD"
"lh_parahippocampal","GM","lh","parahippocampal","All","   NA",-0.006,"ASD"
"lh_parahippocampal","GM","lh","parahippocampal","All","   NA",0.121,"ADHD"
"lh_parahippocampal","GM","lh","parahippocampal","All","   NA",0.175,"SCZ"
"lh_parahippocampal","GM","lh","parahippocampal","All","   NA",0.338,"MCI"
"lh_parahippocampal","GM","lh","parahippocampal","All","   NA",-0.027,"MDD"
"lh_parsopercularis","GM","lh","parsopercularis","Female","0.0080",0.344,"AD"
"lh_parsopercularis","GM","lh","parsopercularis","Female","0.0539",-0.111,"ASD"
"lh_parsopercularis","GM","lh","parsopercularis","Female","0.2435",-0.054,"ADHD"
"lh_parsopercularis","GM","lh","parsopercularis","Female","0.0080",0.318,"SCZ"
"lh_parsopercularis","GM","lh","parsopercularis","Female","0.0080",0.099,"MCI"
"lh_parsopercularis","GM","lh","parsopercularis","Female","0.2435",-0.017,"MDD"
